texto,sentimiento,sentiment_label,sentiment_probabilities
"BuenDia para todos, en los descuentos para la navidad hermosa mañana soleada, disfruten cada día, martes",Positivo,1,"[0.0002546519390307367, 0.9997453093528748]"
Ayer estaba disponible el IphoneRosadito en la página de Antel y hoy ya no. tragedia,Negativo,0,"[0.9994018077850342, 0.0005982068250887096]"
carovazquezsi ya nada tiene sentido caro,Negativo,0,"[0.9995830655097961, 0.00041696662083268166]"
FerrCarrillo pedroalfonsoo flor_vigna cuervotinelli Que lindo es ver a la familia reunida nuevamente Padrinohermoso  nicebody,Positivo,1,"[0.0003659163194242865, 0.9996340274810791]"
"Pues fue un día de puro error y corrección con respecto a mi nuevo perfil Ahora una ducha, agarro la cámara y salgo a por nuevas fotos.",Neutral,0,"[0.9988510608673096, 0.0011489377357065678]"
giu_r3 jajajaja con la casa vomitada,Negativo,0,"[0.9995360374450684, 0.0004640192782972008]"
"federicod LeoVeigaSanchez ojo, yo también fui feriante, me falta el Shopping",Neutral,0,"[0.9974679946899414, 0.002532029990106821]"
NoheMillan quien a quien NOELIA. Porque hasta se está hablando de pedir la renuncia del Diputado suplente.agarré tod empezado. Pésimo!!,Negativo,0,"[0.9996771812438965, 0.0003228446876164526]"
"_pepepar Gmeznan jajaj O se la validan por Ley, igual, sin carrera. O sintesis, total!",Negativo,0,"[0.9991772770881653, 0.0008226798963733017]"
"AsadinMG Luisito10Mg Verguenza les debería dar que una ""provincia"" tenga más copas americas y más mundiales que ustedes",Negativo,0,"[0.999413013458252, 0.0005869599990546703]"
"kirazeuss Gracias ,lo mismo para ti ,Feliz año nuevo",Positivo,1,"[0.0002894206845667213, 0.9997105002403259]"
Quiero ser tu pesado favorito lo siento,Neutral,0,"[0.9935103058815002, 0.006489702500402927]"
Un nuevo Feliz 2017 para todos mis twiteeros los quiero mucho gracias por estar bendiciones,Positivo,1,"[0.00025131902657449245, 0.9997486472129822]"
"Ok YouTube de Les Miserables pasas a Charly García con Aznar jajaja, muy fuerte",Negativo,1,"[0.0005572726367972791, 0.9994427561759949]"
GonzalezTataOk denuncia a buquebus_uy Muere ahogado en bodega de bus Muy triste,Negativo,0,"[0.9994747042655945, 0.0005253644776530564]"
leonis_leol intenté con el celular de mi vieja y a ella si la deja,Neutral,0,"[0.8835813403129578, 0.11641870439052582]"
"yo: bo escuchaste bufón al final? te gusto? hermana: si me encanto algún día me llevas a un toque? ay, pobre",Neutral,1,"[0.28141313791275024, 0.7185868620872498]"
No quiero que sea solo verso lo del domingo,Negativo,0,"[0.9993221759796143, 0.0006778670358471572]"
Se extraña la patrona tas loco,Negativo,0,"[0.9995061159133911, 0.0004938901402056217]"
Nicolas no me sigue malo,Negativo,0,"[0.9994773268699646, 0.0005227176588959992]"
CorboUy JuanSor38087816 A veces siento que no hemos avanzado nada a nivel de conciencia. Q los votos progresistas son coyunturales.,Negativo,0,"[0.9990930557250977, 0.0009069813531823456]"
yosoydeeks yo estoy haciendo lo mismo!,Neutral,1,"[0.006848510354757309, 0.9931514263153076]"
CoroGamesYT Y el video o el directo?,Neutral,0,"[0.9947047829627991, 0.005295174662023783]"
GonzaGravano llore yo soy feliz con un fav sabelo,Positivo,1,"[0.0003036419511772692, 0.9996963739395142]"
Gracias bella ArgeN_22 por esos corazones y rts,Positivo,1,"[0.0002661965263541788, 0.9997337460517883]"
"En cualquier momento regalo a hulk y lola , tienen afuera para hacer sus cositas y las hacen en mi cuarto , tremendos troncos hacen",Negativo,0,"[0.999618649482727, 0.00038138352101668715]"
"""caamicee: Extraño a la inmadura de mi mejor amiga!""y a mi ni me extrañass",Neutral,0,"[0.9993477463722229, 0.0006522347684949636]"
"Ultimo día de entrenamiento del año me lesiono el Bíceps, no puedo creer",Negativo,0,"[0.9994152784347534, 0.0005847747670486569]"
Por esos ataques de risa en los momentos menos indicados Transparencia en que gobierno? Para mi q es humor con un velo transparent negro,Negativo,0,"[0.999467670917511, 0.0005323637742549181]"
"Que Tengan un hermoso fin de Año y un hermoso comienzo, disfruten y pasenla lindo, con las personas que quieren",Positivo,1,"[0.00028171425219625235, 0.9997182488441467]"
"Una buena jugada se logra cuando todos los movimientos son exactos, un MomentoExtra también. Astro_Jose ""Friamente calculados Chapulín""",Positivo,1,"[0.0016773351235315204, 0.9983226656913757]"
la verdad que honestamente terminar el año bien para mi es tener a mis amigos juntos un fin de año,Positivo,1,"[0.0008567770710214972, 0.9991432428359985]"
letaheyoh cuando renunciemos al boicot.el año dejara de tener la culpa feliz año leti,Neutral,1,"[0.08132202923297882, 0.9186779260635376]"
sfspe ForgetfulValley no los entiendo pero los extraño igual,Neutral,0,"[0.9466726183891296, 0.05332736298441887]"
"guuatever LeidiPonzonia soychicabrit Fue el primer show de mi vida, tenía 14/15.",Neutral,1,"[0.013913124799728394, 0.986086905002594]"
Mañana tonya se va.por lo menos felicitame,Negativo,0,"[0.6851933598518372, 0.31480661034584045]"
rodriguez__ NO MOTHERFUCKER. CONSEGUÍ WIFI por hoy. pero estoy dos días en alta mar después de hoy so I'm fucked,Negativo,0,"[0.9988195300102234, 0.0011804613750427961]"
pa las prox fiestas habrá q tener auto para salir a pasear el 1 de enero. por este meteremos una hermosa siesta,Neutral,1,"[0.0005126877804286778, 0.9994872808456421]"
La inspiración en las respuestas bonitas no es su fuerte por lo que veo,Negativo,0,"[0.9994397759437561, 0.0005602294695563614]"
"Horas y me voy a la mierda!! tres días incomunicada, aislada, en paz, que lindo!",Positivo,0,"[0.7147897481918335, 0.2852102816104889]"
"vmayo72 de sus propias pérdidas. Es una rueda la vida, a todos nos va a tocar.",Neutral,1,"[0.030781110748648643, 0.969218909740448]"
"gracesusan1958 maqui13 Dmartinez_uy Ctos más seamos los que cuidamos, mejores resultados se verán.",Positivo,1,"[0.0004394376592244953, 0.999560534954071]"
pflores2 MarieKondo ¿Podrías pasar por la editorial a retirarlo? No nos permite mandarte mensaje privado. Tienes que seguirnos,Neutral,0,"[0.999599039554596, 0.0004009996773675084]"
mia_astral por fa podrías subir videos que eliquen la luna es los diferentes signos! Quería ver el de la luna en cáncer pero no estaba,Negativo,0,"[0.9995149374008179, 0.0004850749101024121]"
frascafrasca eso ya es una opinión fundamentada,Positivo,1,"[0.0007591365720145404, 0.9992408752441406]"
larunego Te mandamos por privado,Neutral,0,"[0.9130280613899231, 0.08697186410427094]"
"vamos armando el arbolito juntos, entre risas y todo. Que vida de mierda jamas pense esto jamas pense esto",Negativo,0,"[0.9992393255233765, 0.0007606499711982906]"
tengo la garganta hecha mierda,Negativo,0,"[0.9994214773178101, 0.0005785591783933342]"
"Extraño a mi mamá porque ayer hicimos videollamada y me dijo ""ay mamita que linda que estás""",Neutral,1,"[0.0006382636493071914, 0.9993616938591003]"
mi tumblr habia quedado tan lindo hasta que tuve que hacerlo de nuevo,Neutral,1,"[0.494383305311203, 0.5056167244911194]"
- De que se trata el libro? - Almas gemelas - Como nosotros  -Nope,Negativo,0,"[0.9988734126091003, 0.001126527669839561]"
O de ultima uno para mi que capazz soy yo el problema,Negativo,0,"[0.9995056390762329, 0.0004943385720252991]"
"Una de ayer, último día Se termino la buena vida PDE Uy  Punta del Este, Uruguay",Neutral,0,"[0.9270881414413452, 0.0729118064045906]"
No dejame me salio bien mala,Negativo,0,"[0.9990371465682983, 0.0009628793341107666]"
gramedinaoli ¡Es realmente hermoso! Gracias por tus comentarios,Positivo,1,"[0.0003131641133222729, 0.9996868371963501]"
Desde el año pasado que no las veoo a las chimosas,Neutral,0,"[0.9970629811286926, 0.0029369532130658627]"
"me levante muy feliz a pitar mi punta y me acorde q la fume ayer,",Negativo,0,"[0.9995118379592896, 0.00048812877503223717]"
"Necesito colver a punta gorda, una paz, cero estres!!",Positivo,1,"[0.0008486093720421195, 0.999151349067688]"
"RoGianfagna jaj bueno te llevo, salimos de tardecita",Positivo,1,"[0.00030645859078504145, 0.9996935129165649]"
"Casa sola, la hermana se fugo a mdeo",Neutral,0,"[0.9995600581169128, 0.00043989619007334113]"
jajajaja que recuerdos cuando amaba la novela malparida lo malo que Renata era mala,Neutral,0,"[0.9954791069030762, 0.004520834889262915]"
"CristinaLangon1 cuervotinelli me encantan esos Buggies !!, quiero uno para mi cumple Papá ^_^ . KAWASAKI , el más grande con techito",Positivo,1,"[0.00023175311798695475, 0.9997681975364685]"
Pero así cómo no quiere verme Yo no quiero ni mandarle un emoji,Negativo,0,"[0.9996517896652222, 0.000348232890246436]"
Siento que en cualquier momento me va a caer un rayo y creo que me siento feliz y ansiosa por eso,Neutral,1,"[0.00032643176382407546, 0.99967360496521]"
"Estoy enojada y si no se dan cuenta, me enojo más todavía.",Negativo,0,"[0.9995556473731995, 0.00044430478010326624]"
"eliana__b danielamercury Muchas gracias Eli , beso enorme , Te quiero !!",Positivo,1,"[0.00022278077085502446, 0.9997772574424744]"
"nezybit ¡Hola! Aún vivo en Santiago. Me vine a escribir un libro, por un tiempo. Engo en mayo, ahí podemos vernos",Neutral,1,"[0.00036094168899580836, 0.9996390342712402]"
NinetalesGD cuando tenga puta gracia,Negativo,0,"[0.999419093132019, 0.0005809202557429671]"
todos con cel nuevo y yo aca,Negativo,1,"[0.002250067424029112, 0.9977498650550842]"
La semana que viene me voy y de seguro no voy a tener internet,Neutral,0,"[0.9995790123939514, 0.0004210042243357748]"
"UchihaDEMS es una buena decisión de marketing, el outfit que tiene en Dangerous Woman es muy FF",Positivo,1,"[0.0003038863942492753, 0.9996961355209351]"
"recuerdo el dia inesperado en que partiste, dejando todo sin voltear atrás te fuiste",Negativo,0,"[0.9995390176773071, 0.00046101948828436434]"
"sonmifelicidad_ mal,Santos la rechazaba a Barbara, sin embargo Saul es el que siempre la busca! espero que no esten separados mucho rato",Neutral,0,"[0.9983077049255371, 0.00169232371263206]"
que horrible cuando estas re y ves algo y  ahre,Negativo,0,"[0.9994691014289856, 0.0005309352418407798]"
"FrancoDeAbreuu uejejej bueno migo, ojalá ganes y me vuelvas a hablar",Neutral,1,"[0.11083872616291046, 0.8891612887382507]"
Me voy a cortar un poco las uñas pq ya se me están partiendo de lo largas q están,Neutral,0,"[0.9986086487770081, 0.0013913878938183188]"
Lo unico que quiero es ver a la abuelaa o un abrazo de mi Tioo,Positivo,0,"[0.997568666934967, 0.0024312830064445734]"
Tioo baja un rato del Cielo y veni a darme un abrazoo,Positivo,1,"[0.0005163039895705879, 0.9994837045669556]"
de nuevo abandone el tw,Neutral,0,"[0.999113142490387, 0.000886890571564436]"
Todos están tristes igual los entiendo,Negativo,0,"[0.9992817044258118, 0.0007182569243013859]"
"cosamia_ Cada uno está a 550. No me parece mal precio con el trabajo que debe llevar hacerlos, además es muy original",Positivo,1,"[0.0012759246164932847, 0.9987240433692932]"
Y mañana tengo que despertar temprano!! Lloro,Negativo,0,"[0.9996217489242554, 0.0003782830899581313]"
Soy el único idiota que se resfria en verano ?,Negativo,0,"[0.9994888305664062, 0.0005111584905534983]"
me separé d mi novio y él se quedó con nuestra plantita de marihuana y me parece re injusto porq yo la cuidé más q él,Negativo,0,"[0.9993847608566284, 0.0006151609704829752]"
Aay extraño mucho a pipi a pili y a joaco lloro,Negativo,0,"[0.9994378685951233, 0.0005621084710583091]"
Ahora debería estar abrazando a coni pero no jajj estoy en montevideo jajj jajj ajfe,Negativo,0,"[0.9995437264442444, 0.0004562093527056277]"
"Hace 4 días que no hablo con mi mejor amigo, voy a llorar",Negativo,0,"[0.999505877494812, 0.0004940907820127904]"
zanaines Muy buena la entrevista!!,Positivo,1,"[0.00026952745974995196, 0.9997304081916809]"
"romulana Sí, tengo las cejas gruesas and I'm proud",Positivo,1,"[0.00036762337549589574, 0.9996323585510254]"
Espera a que los papeles se inviertan Vas a ver lo hermoso que se siente,Positivo,1,"[0.0003304540878161788, 0.9996695518493652]"
El primero de pila de ratos de mierda.,Negativo,0,"[0.9995062351226807, 0.000493741943500936]"
Un ratito a las 10 de la noche con todos bailando y giles haciendo apuestas a ver quien se la levanta,Negativo,1,"[0.003810933092609048, 0.9961890578269958]"
"FefeNaylon Es en serio , en ese lugar mesmito, hasta le saque fotos a la carta porque describía los tragos. Armazem Devassa se llama.",Neutral,1,"[0.1785656064748764, 0.8214343786239624]"
"iAphiClient Necesito unas cosas que me las van a comprar pronto para el primer vídeo , forro ya no me hablas",Negativo,0,"[0.9996495246887207, 0.00035051547456532717]"
Se me estan pasando muy rapido estas vacaciones,Neutral,0,"[0.9823588728904724, 0.017641110345721245]"
Jeicob__ m.me parece que es más grande que vos,Neutral,0,"[0.8535752296447754, 0.14642474055290222]"
Ahora entiendo lo que me decía Camila cuando sabes que una persona está lejos más la extrañas cami volvé sos mi 2 incondicional,Positivo,1,"[0.006248385179787874, 0.993751585483551]"
Pero más odio ver series sola,Negativo,0,"[0.9995691180229187, 0.00043090814142487943]"
Hablar con mi mejor amiga y llorar,Negativo,0,"[0.9993336796760559, 0.0006662636296823621]"
"ShowMatch Pablo es re buena gente y se merece lo mejor !!, lo mismo el amor de mi vida hoppefede :BOMBONASO;3, Volve con Laurita",Positivo,1,"[0.0002067902678390965, 0.9997932314872742]"
cuervotinelli osea entro en la aplicación en el celu y se me cierra a los 5 segundos. Misterio .,Negativo,0,"[0.9989797472953796, 0.0010201857658103108]"
emepege augusto_cantera es fin de semana feriado. Mira si van a trabajar !,Negativo,0,"[0.9989551305770874, 0.0010449024848639965]"
"nicolas_ciganda muchas gracias querido, feliz año para vos también!",Positivo,1,"[0.0003091160033363849, 0.9996908903121948]"
Feo es prender la tele para ver a Carina y acordarte de que ya no está,Negativo,0,"[0.9994587302207947, 0.0005412885802797973]"
EsplendorH jaja gracias! Encantada aguardo aviso!,Positivo,1,"[0.0002753434528131038, 0.9997246861457825]"
RobertaTogliati UnSimpleTatin no hace falta el fake GPS pagando la App pones el lugar que quieras del mundo y levantas ahí.,Neutral,1,"[0.001892004394903779, 0.9981080293655396]"
Me fui a rascar el ojo y le erre y me di el dedo contra el lente y lo ensucie,Negativo,0,"[0.9993896484375, 0.0006103750201873481]"
"RodriguezCris estás invitado a venir a tomar el té a casa cuando quieras, solo tenés que traer bizcochos rellenos de jamon y quemos",Positivo,1,"[0.00038754817796871066, 0.9996125102043152]"
Me viene tremenda angustia cuando te extraño,Negativo,0,"[0.9994613528251648, 0.0005386403645388782]"
Laux_ YellowMellowMG Y es una de las ciudades mas bonitas de nuestro pais,Positivo,1,"[0.00031820760341361165, 0.999681830406189]"
"Valepollarolo anoche en la señal internacional la cortaron, mi mamá se quedó con las ganas de verla",Negativo,0,"[0.9996248483657837, 0.0003751280310098082]"
Era yo que le contaba chistes al esco ahora es cadenas,Neutral,0,"[0.9984392523765564, 0.0015607003588229418]"
MorochitaTonta FabiolaCintron porque hacerte daño tu misma,Neutral,0,"[0.9995092153549194, 0.0004907841794192791]"
NinetalesGD pues bueno recuerda que yo estare para ayudarte,Positivo,1,"[0.0004114990006200969, 0.9995885491371155]"
A entrenar temprano y de mal humor,Negativo,0,"[0.9993709921836853, 0.0006290363380685449]"
cmenghi cuerbot algo me dice que voy a empezar a andar en bondi más seguido,Neutral,1,"[0.03458469361066818, 0.965415358543396]"
hagamos una cadena de votos rt a este tw citalo le doy rt ganamos 3 votos NOW2016 NOWOneDirection WARRIOR DIRECTS,Neutral,1,"[0.002635406330227852, 0.9973645806312561]"
por lo menos con José llegue a la relación más larga que tuve con eze no,Neutral,1,"[0.3656803369522095, 0.6343196630477905]"
Este año se vienen cositas buenas chicos que a lo mejor grabo alguna que otra cosa,Positivo,1,"[0.00031462390325032175, 0.9996854066848755]"
La vida es más divertida cuando vives el momento,Positivo,1,"[0.00025673533673398197, 0.9997432827949524]"
chiara78sacco no nos pongas en ese compromiso! Nos dejas pegados Cesc_Paz alefpiro fabiza84,Negativo,0,"[0.9994996786117554, 0.0005002671969123185]"
Cuando no es que se va a dormir o se durmió Solo no quiere hablarte otro sentimiento lindo como el no quiero verte,Negativo,0,"[0.9996318817138672, 0.00036804622504860163]"
"Uu esta noche no hablamos. No xq se durmió. Xq está de joda , y justito va a hablarte a cada momento",Negativo,0,"[0.9995875954627991, 0.00041240022983402014]"
KoalaSuspicaz este que menciono es infumable siempre jaja. hay de todo como en todos lados,Negativo,0,"[0.999612033367157, 0.00038804023643024266]"
DinhoANacional sería un muy buen aporte a nuestro Nacional. Con la Libertadores se puede soñar,Positivo,1,"[0.0002952544891741127, 0.9997046589851379]"
CasandraOrejana Obviando montos que canelones gane 100 lucas menos que FL es llamtivo.  Todo al revés para variar,Negativo,0,"[0.9706807136535645, 0.029319357126951218]"
tumagiainterio1 Las editoriales son HUM y Criatura Editorial. Mucha suerte,Positivo,1,"[0.00038206257158890367, 0.9996179342269897]"
gustavoortega12 igual muchos lugares aun perdira el 3x1: pagan 3 come 1. Ej pasiva gorlero 1 milanesa SOLA sin nada 450 y horrible.,Negativo,0,"[0.99949049949646, 0.0005094803054817021]"
"""Los libros son un medio para conversar con mentes muchas veces mas inteligentes que uno! Muy bueno adeladubra me encantó!",Positivo,1,"[0.00028851701063103974, 0.9997114539146423]"
"Linguistas Hola, ¿nos enviás tu mail de usuario por privado? Así podemos verificar cuál es el problema. Muchas gracias!",Neutral,1,"[0.2639501988887787, 0.7360498309135437]"
El último en enterarse? Sisisi acá yo Presente,Negativo,0,"[0.9991338849067688, 0.0008661088650114834]"
alem4p te dejaron quedarte con la cédula vieja? Yo mañana voy a renovarla pero no quiero que me saquen la vieja,Neutral,0,"[0.9951484799385071, 0.0048515829257667065]"
A veces amo demasiado mi carácter ortiva y a veces me quiero pegar 3 ladrillasos en la frente por eso.,Neutral,0,"[0.9935175180435181, 0.006482511758804321]"
Al q madruga Dios lo ayuda y yo me vi al Amo en vivo,Positivo,1,"[0.0010924043599516153, 0.9989075660705566]"
"BuenMiercoles queridos amigos. A vivir con todo cada momento, de eso se trata la vida!! VidaLitoral",Positivo,1,"[0.00022638538212049752, 0.9997736811637878]"
Porque yo no ando mostrando el orto. Ni estoy rodeado de pibas sin ropa,Negativo,0,"[0.9996340274810791, 0.00036593800177797675]"
Queres que me chupe un huevo la relación y no sea celoso? Dalegas como la nena quiera.,Negativo,0,"[0.9995561242103577, 0.00044386746594682336]"
gbudino y eso de sin control y mundo mistico es muy relativo. A mi me parece mas la Internet de los 90 Hay usos legitimos y de los otros,Neutral,0,"[0.9930950999259949, 0.00690482510253787]"
"ezies19 ah, y no las recupere jajaj pedi que me hagan nuevas xq me llevo bien con los de informatica",Neutral,1,"[0.32071876525878906, 0.6792812347412109]"
JerkfulBoy y en pc? ni en lo más común estás así ni chiste,Negativo,0,"[0.9995906949043274, 0.00040933329728432]"
"sonmifelicidad_ yo el programa!! sino lo veo en vivo se me va a complicar para verlo, acá en Uruguay la pagina de Telefe no sirve",Negativo,0,"[0.9994587302207947, 0.0005413259495981038]"
"sonmifelicidad_ igual este Lunes seguro vea La Doña, porque de ultima el domingo empieza, por lo menos para verla, porque ya la extraño",Neutral,1,"[0.03492799028754234, 0.9650720357894897]"
Guille2SantosTM urbandoficial Al contrario gracias a ustedes por compartir Saludos!,Positivo,1,"[0.00026078199152834713, 0.9997392296791077]"
juliapresa0 todas julinator te quiero y extraño,Positivo,1,"[0.00024374265922233462, 0.9997562766075134]"
Quería ir a el teatro a ver a imaginé . pero tuve que ensayar el 24 de sube a defender esta hermosa camiseta Mg 2017,Neutral,0,"[0.9952332377433777, 0.004766800440847874]"
"Yo espero tranquila. Si gana de nvo alg partido tradicional, después sé q podré pasarla mal, pero tamb me voy a reír bastante.",Neutral,1,"[0.0680081769824028, 0.9319918751716614]"
"Los fracasos de Michelle, Cristina y Dilma muestra que no sólo las izquierdas no son mejores, sino que las mujeres tp gobiernan tan bien",Negativo,0,"[0.9991639852523804, 0.0008360668434761465]"
Debemos orar por los hnos venezolanos gente q es rehén hoy de la crisis en su país.Yo tengo amigos venezolanos q me preocupan en serio.,Negativo,0,"[0.9992806315422058, 0.0007193639758042991]"
Me dijo que no le había gustado no se cuantas cosas pero me estuvo hablando todo el tiempo de eso JAJAJAJJA no entiendo loco,Neutral,0,"[0.9996013045310974, 0.0003987469826824963]"
susanagkp jajaja yo fui el viernes ! precavido pero el finde pasado no fui a la feria y quería ir pero ya veo que toca esperar.,Negativo,0,"[0.9993811845779419, 0.000618757912889123]"
iba a ir a la feria pero me encuentro que llovió y esta bastante feo así que procedo a meterme en la cama otro rato,Negativo,0,"[0.9995749592781067, 0.0004249941557645798]"
VirginiaBfo en ese baile conocí a mi ex y esa fue mi ruina ! y trabajé en un baile muy bueno desde los 21 a los 28,Negativo,0,"[0.9990971088409424, 0.0009029140928760171]"
necesito un amigo que me acompañe al oftalmólogo porque me voy a quedar ciega por unas horas igual si no pueden voy sola está bien,Neutral,0,"[0.999187171459198, 0.000812833197414875]"
"Está demás porque mucha gente piensa que soy lesbiana. Saben donde se pueden meter sus estereotipos no? Si, ahí donde no les llega el sol",Negativo,0,"[0.9995680451393127, 0.0004318971186876297]"
letifcosta letsgroove27 le dijo que estaba pronta pero que se iba a cambiar y que era hora de que el se fuera.de su vida ! + o -,Negativo,0,"[0.9992656111717224, 0.0007344024488702416]"
"mvdsister Para mí son los sábados. Entre semana no estoy por ahí. La bondiola y el carpaccio de salmón, con entrada de jamón ibérico",Neutral,1,"[0.011004864238202572, 0.9889950752258301]"
"Bnas tardes/ noches a todos, mis amigos! Otro partido de la celeste q me pierdo x el trabajo. Espero q esta vez tengamos mejor result!",Neutral,1,"[0.0005639829905703664, 0.9994359612464905]"
Exidax no seas tan bueno,Neutral,0,"[0.9993807077407837, 0.0006193172303028405]"
No quiero hacerme otra credencial,Negativo,0,"[0.9994494318962097, 0.0005505643784999847]"
"veronica_alonso RamelaCarlos dice q no existe clase media de donde cree q sale  para las subvenciones, de Disney?, ah no, tampoco.",Negativo,0,"[0.9996465444564819, 0.0003534771967679262]"
"le dije a mi mamá si podiamos salir hoy ya que esta re lindo el día y me dice ""tu padre y yo tenemos un cumpleaños hoy""",Neutral,1,"[0.025702569633722305, 0.9742974042892456]"
estoy pensando q a esta hora estaría viajando a argentina necesito q me peguen un balazo y me revivan desp del maximus ahre ni me revivan,Negativo,0,"[0.9992589354515076, 0.0007410442922264338]"
Hoy es el cumpleaños de mi mamá y estoy con un sentimiento encontrado de querer ir corriendo a abrazarla y comer rico y reírnos all day.,Positivo,1,"[0.00028203678084537387, 0.9997178912162781]"
"porlagoma bueh, recién entrando a twitter y me puse a verlos. YA ME TERMINÉ DE DESPEAR"", fuerte, el de GiancarloStanton uf",Neutral,1,"[0.01107784267514944, 0.988922119140625]"
"Brendadema Hola Brenda, por favor envianos tu mail de usuario por MD para que veamos qué sucedió ya que la promo está activa Saludos.",Neutral,1,"[0.0007575394702143967, 0.9992424249649048]"
Adri_tranqui si ? jaja muy bueno ! miré mucha tele y me vi muchas series las veíamos con mi viejo aún lo hacemos de vez en cuando,Positivo,1,"[0.0003068424994125962, 0.9996931552886963]"
pastafruli Te hamo juerte guachita!,Positivo,1,"[0.13932910561561584, 0.8606708645820618]"
lo único que quiero es saber si sharon sabe a quien se refiere rey y si matteo se queda o se va nada más disney TerminoSoyLuna,Neutral,0,"[0.9995535016059875, 0.00044652156066149473]"
diebamu debe tener la duda si convoca a los de la altura o a los del llano o los que se adaptan a las dos !,Neutral,0,"[0.9989359974861145, 0.0010640013497322798]"
ber_uy Lindo buzo por cierto,Positivo,1,"[0.0003811946662608534, 0.9996187686920166]"
wilfredotuntun se vienen tiempos dificiles,Negativo,0,"[0.9678011536598206, 0.032198816537857056]"
rickymanjarrez miraré el programa completo y ya esta gracias me encanto lo que escribiste sobre marc y jlo en la foto q  Gracias!!,Positivo,1,"[0.00026127550518140197, 0.9997387528419495]"
Pensar en esa posibilidad nada mas me parte al medio y no quiero saber si llega a ser asi como me puedo llegar a poner,Negativo,0,"[0.9994865655899048, 0.0005133689264766872]"
No me dejan irme tranquilo,Negativo,0,"[0.9994901418685913, 0.000509838864672929]"
"SoyAria Hermosos! Hoy Cris fue tt otra vez, como en cada final de GH, a años de q haya sido ganador. Fue el mejor!",Positivo,1,"[0.0002572743978817016, 0.9997426867485046]"
Todo depende de ti. La ayuda es buena Pero todo lo que pasa y va a pasar en tu vida va a depender únicamente de vos,Positivo,1,"[0.00045782059896737337, 0.999542236328125]"
_anatabeira que bien ! cada vez que salgo la gente me saluda pero el otro día salí con la del FA y fue impresionante !,Positivo,1,"[0.0003380951238796115, 0.999661922454834]"
"perezfedullo si ! y el que votaba observado era uno adentro de otro, pero si votó mucha gente y eso esta muy bueno !",Positivo,1,"[0.00031150641734711826, 0.9996885061264038]"
"pablosilart En la escuela te deberían haber enseñado que lo sano es tratar de superarse a uno mismo, no mirar a los otros JavierdeHaedo",Negativo,1,"[0.04060596600174904, 0.959394097328186]"
"GScharrua ¿Y tu? ¿Contame que les dan a las focas en el zoo? jaaja Gracias por hacerme reir gratis, TODO LO DEMÁS TU GOBIERNO LO COBRA",Negativo,0,"[0.9992944002151489, 0.000705538026522845]"
DeLaFigurita Si obvio! unos patines,Neutral,1,"[0.3504388928413391, 0.6495611667633057]"
Tarde con mi peque Broh,Positivo,1,"[0.000250289827818051, 0.9997497200965881]"
PPTeamLesslie me pone taan triste q no puedan venir a uruguay o no quieran y no hagan un show asi ojala vengan y hagan algo como en arg,Negativo,0,"[0.9995346069335938, 0.00046538448077626526]"
Will2380 ¡Hola! Cada uno es para una funcionalidad de la app Si nos envias un mail por privado te lo podemos elicar al detalle!,Neutral,1,"[0.0018109987722709775, 0.9981890320777893]"
"agusti_pena No te creas Agustín, te paso el dato q antes habían 7 mujeres x cada hombre y ahora hay más hombres q mujeres, así q PILAS",Neutral,0,"[0.9984319806098938, 0.0015680022770538926]"
"Enana1515 Lo se,pero ahora entiendo lo que es querer y no ser querida,yo se que voy a superarlo y estar bien,mientras nunca me dejes vos",Neutral,1,"[0.0004488364502321929, 0.9995511174201965]"
"Enana1515 NO TE LO MERECES ESO ESTA CLARO,pero de esto se trata de superar todo yo estoy al firme mami y ya van a llegar las buenas",Positivo,1,"[0.0003882485325448215, 0.9996117949485779]"
"X un error ""inexcusable"" d un fiscal y una jueza q absolvieron a un pedofilo,ellos fueron trasladados y no sancionados. Justicia? No hay.",Negativo,0,"[0.999550998210907, 0.0004489350540097803]"
yo soy una persona que cuando es sabado o domingo se queda dormida hasta las 1 o 2 de la tarde jajajja :V,Positivo,0,"[0.9990500807762146, 0.000949907349422574]"
"me gustaría volver a sentir q tu me miras, sentirse la única persona en tu vida, rozar tu cuerpo sin preocupación alguna y ver como me",Positivo,1,"[0.019612953066825867, 0.9803870320320129]"
acules cómo lo subiste? Yo lo único que puedo hacer es dar dar el cel contra la pared y no sube de nivel nunca,Negativo,0,"[0.9995434880256653, 0.00045648167724721134]"
"louisaphire mi botella de agua fav gracias por ser tan linda conmigo y siempre apoyarme en todo, te mereces lo mejor te amo y te extraño",Positivo,1,"[0.00024218666658271104, 0.9997578263282776]"
Que hermoso esta el solsito,Positivo,1,"[0.0003266652056481689, 0.9996733665466309]"
Hoy la veo poquito creo,Neutral,1,"[0.02519080601632595, 0.9748091697692871]"
"DrLMelchor Muy bueno lo de "". y creemos una Real Sociedad de Cientificos. Bueno, o Real o no!"". Muy de acuerdo con lo que dices",Positivo,1,"[0.0002863979898393154, 0.9997135996818542]"
Estoy twitteando mucho para olvidarme que cerca de casa esta lleno de cosas voladas y tengo el mar a punto de romperme la ventana,Negativo,0,"[0.9995790123939514, 0.0004209668841212988]"
"ValenTamara3 es una adolescente lesbiana, re callada, rara. No está mal la película pero como te digo, capaz no te cuelga. De nada",Neutral,0,"[0.5288435816764832, 0.47115644812583923]"
