texto,sentimiento
El responsable de análisis social de GAD3 destaca el descenso del bipartidismo en las próximas elecciones. Jornadas Maicop 20N Salamanca,Neutral
"nomeolvido 20N ""El pueblo que va a hablar el domingo es el mismo que hace a Telecinco líder de audiencia, por si no os acordabais""",Negativo
iunida que tipo de rebeldía? Insumisión? Negación a pagar impuestos o deudas sobre créditos? Revolución? Back to 1917? Vaya flipaos..,Negativo
"cúpula del PP de Castilla León imputada en el caso Gürtel, citada a declarar MarianoRajoy sumatealcambio votagurtel PP",Negativo
"¡AS-TI-LLE-ROS, NO SE CIE-RRA! Corean a pleno pulmón. El público de Sevilla en el mitin de cayo_lara iunida promete",Positivo
marianorajoy Quién va a ser su ministro de económia? Es cierto que no se lo ha comunicado al susodicho.Con lo que no existen estrategias..,Negativo
El Fòrum a tope de socialistes ni enquestes ni mandangues. A guanyar 20N a omplir les urnes conRubalcaba noeselmateix,Neutral
"ErNovi Vaya, ¿pero los han dejado a todos dentro de carabanchel? sumatealcambio 20n jovenespp",Neutral
"el ppopular se ha llevado2 años diciendo que sabían salir de la crisis hoy RayoyenlaSer ""no hay una pócima mágica para salir de la crisis""",Negativo
"""el país alegre que la gente se levante por la mañana"" by MarianoNo, conRubalcaba",Neutral
"marianorajoy Mariano, eres un crack. Te votare pq me pareces un tipo con ideas claras y un proyecto interesante. ",Neutral
"Antonio Lozano (UPyD CLM): ""Votar por el menos malo no es voto útil, es perder el voto"" ",Positivo
"juanjocr si el 20N tenemos elecciones anticipadas (que se nos ha olvidado, pero se han anticipado), que se anticipe también la Navidad :)",Positivo
"MarianoRajoy :""la obligación de las administraciones es ser austeras y no gastar lo que no tienen"" VotaPP EspañaconRajoy Amigosparaganar",Positivo
"KikeCof a mi de PP jajaj porque, si, me lo estudio y me se la vida de todos pero no entiendo su filosofia.. mañana al recreo me explicas:)",Negativo
Armando_Marcos PPopular PSOE conRubalcaba no a la ley 342006,Neutral
En el Diadelamilitancia votopirata porque creo en el futuro. 20N 20nLosOtros en España ,Neutral
"PSOE fcoblancoaragon claro que no son lo mismo.11m, Faisan, Pepiño gasolineras, EREs, falsos a cuenta de todos, Mariscadas.",Negativo
"Tras horas de cola, ya he votado. Como no ganen los Lannister, me visto de negro y me voy a defender el Muro. He dicho. 20N gameofthrones",Negativo
"A la reunió informativa per a les persones que fem de Mesa electoral el 20N a santfeliu, Personal de lajuntament parlant en CASTELLÀ!!??",Neutral
"psanchezdeleon y nacho_uriarte participan a las 20:30 h en un mitin en Buñol, en los Salones La Cartuja ppcv sumatealcambio",Neutral
Soy española y vivo en el extranjero. No puedo votar en el 20N pq no me ha llegado el papeleo a tiempo españa eleccionesgenerales,Neutral
"Nomeolvido de ti, RUBALCABA, que fuiste ministro con el escándalo de los GAL, que matabais gente desde el gobierno conRubalcaba",Neutral
"el 20N no se trata d cambiar de Gobierno, sino de conservar derechos.No contribuyas al retroceso, votapsoe conRubalcaba",Positivo
"(vídeo) conRubalcaba: ""Con el PP habrá un retroceso en las actitudes en materia d igualdad"" ",Negativo
".Tonicanto1: no hay un solo corrupto en la cárcel, es indignante, nos toman el pelo. UPyD 20Nupyd cadavotovale",Neutral
"paguirrein ""el PP es rápido pa lo q kieres: los ias d ganar en mayo volvieron a concertar el colegio dl opu"" conRubalcaba",Neutral
votaPSOE ? PP: El Cambio es que el Gobierno haga reformas en vez de hacer recortes sociales. Sumatealcambio VotaPP peleaporloquequieres,Neutral
"Cepeda: ""quieren hacer negocio con los problemas de la gente"" mitin_Aluche conRubalcaba psoelatina",Neutral
Con afiliados ppuentevallecas ilusión y responsabilidad para seguir trabajado el 21N y sacar España adelante sumatealcambio ppmadrid,Neutral
"En mi Gps aparece España como un desierto, si ya lo decía el pp, España se rompe.",Neutral
DRY impulsa una reclamación masiva contra el sistema electoral el 20N ,Neutral
DRY impulsa una reclamación masiva contra el sistema electoral el 20N ,Neutral
Mariano Rajoy tiene mucho mérito. Es capaz de pronunciar discursos de 40 minutos sin decir nada. unaplausoparaél,Negativo
Muchisimo coraje no poder asistir al mitin en Sevilla de marianorajoy Eserando a que mis amigos me cuenten como ha estado e intentar verlo.,Neutral
"GLlamazares: ""la especulación, la codicia y la usura nos ha llevado al precipicio"" iunida iuasturias rebelate",Neutral
PPopular ,Negativo
"mdcospedal: xra aquellos qse sienten engañados,q votaron ensu día al PSOE,solo decirles q sumatealcambio es 1proyecto xra salvar a España",Neutral
conRubalcaba carmechacon2011 socialistes_cat ,Neutral
Comienza mi último acto como candidato de UPyD en estas elecciones. ( Casa De La Cultura Carmen Conde) ,Neutral
".mdcospedal: ""La número 1 del PPopular por Ciudad Real es rosaromerocr. El del PSOE es Barreda. No hace falta decir mucho más""",Neutral
"El programa del PP propone medidas concretas para hacer sostenible el sistema de Dependencia, el domimgo sumatealcambio, votapp",Positivo
conRubalcaba es recibido a gritos a PRESIDENTE PRESIDENTE,Positivo
Enhorabuena a la Agrupación de Leganes por el éxito de acto UPyD cadavotovale VOTA UPyD ,Positivo
si a una ayuda suficiente para los olivareros que trabajan y viven del olivar conRubalcaba votaPSOE,Positivo
nomeolvido de q la JUSTICIA jamas ha sido INDEPENDIENTE y siempre os ha favorecido a vosotros los socialistas ConRubalcaba,Negativo
"Deseando que llegue el 20N votaPP votaPSOE. Votaaquienquieras ¡Si no ejerces tu derecho al voto, luego no tienes derecho a quejarte!",Positivo
Porque tenemos soluciones inmediatas de apoyo a las empresas para que contraten a trabajadores. 20N votaCDL Porque somospersonas,Positivo
"Hola, soy Botín: Si no votas a los míos del PPSOE prefiero que te abstengas o anules tu voto el 20N, no vaya a ser que votes a esos rojos",Negativo
"Cb8c6 Si, y po eso ahora vamos a hipotecar al Estado para salvar a todas las empresas de los colegas del PP, ¿NO? votapp sumatealcambio",Negativo
"Esta noche, a las 21:30, en el telediario_tve , entrevista electoral a conRubalcaba Síguela en ",Positivo
conRubalcaba porque no se habla de lo que se haría si se ganase en vez de lo que hará el contrario si llega al poder?,Negativo
"marianorajoy a los licenciandos nos gustaria respuesta antes del 20N, UPyD y iunida nos apoyan! ContraLeyAccesoAbogacía",Positivo
"Todos los españoles queremos trabajar, en nuestro voto esta que vuelva todo a la normalidad sumatealcalmbio vota PPopular",Positivo
"el PP esconde su PP rograma, Cospedal lo ha puesto claro: la gente va a protestar si decimos lo que vamos a hacer.conRubalcaba",Negativo
"GLlamazares: ""el ajuste nos lleva al fracaso. Quieren acabar con el Estado del Bienestar, con nuestros derechos"" iunida iuasturias",Neutral
conRubalcaba raajoy es como el polvoron si le quits los papeles se deshace!,Neutral
Por el enjuiciamiento a marianorajoy segun el articulo 284.2 del codigo penal sumatealcambio denuncia al PP y a Maria-NO,Negativo
"Milagros Hernández, concejala de iunida, ""debemos defender lo colectivo frente a la propiedad privada"" tueliges eligeIU",Positivo
"PPopular, marianorajoy, lpajin y otros son unos cobardes, se niegan a responder a la voz de los estudiantes de medicina españoles",Negativo
20n Increïble xò cert: UPeDorros li fa la campanya a lEI! ,Neutral
patrigblanca cayettano voy a poner tarifa ya mismo jejej os apuntais alguno al mitin de marianorajoy ?,Neutral
"conRubalcaba escucha a CarmeChacon2011 Quien habla del debate, según ella dice:Rbcb contra Rbcb 20N ",Neutral
"Humo otra vez no, por favor! Dile a marianorajoy que sinhumo vivimos mejor ",Negativo
Esto es lo que piensa el gobierno del PSOE de los jóvenes. Lo NORMAL hubiera sido no hacer esto a 3 días del 20N ,Neutral
NNGG de Villamartín de nuevo moviéndose por su pueblo. Hoy en Sevilla. Mañana en el cierre de Campaña en Cádiz. SumateAlCambio,Positivo
"marianorajoy Por suerte todo el mundo es exclavo de sus palabras, usted y su partido incluidos! ",Negativo
"amb una pancarta que digui""Foteu-vos el partit pel cul a veure si us explota i us queden els collons penjats del campanar"" PP",Neutral
DRY_Cadiz linda yo nomeolvido tampoco ahora a tope porlapublica y 20N,Neutral
Noticia de última hora: marianorajoy tiene un hijo con su amante (ambos salen en este video ,Negativo
"Cepeda: "" que explique ya que quiere hacer con la economía de España"" mitinLatina psoelatina conRubalcaba",Positivo
"Medicamentos gratuitos, Ley de la Dependencia, recortar prestaciones del paro. poco a poco sabemos LA TIJERA, MarianoNo, conRubalcaba",Negativo
"Nomeolvido del ejército controlando a unos trabajadores en las torres de control, en pleno estado de alarma. conrubalcaba",Negativo
1500 personas en el acto central de Sevilla. Lleno hasta la bandera como en Málaga y en Jerez .cayo_lara 1centella iusevilla eligeIU,Positivo
"""Cospedal anuncia que si Rajoy gana la gente saldra a la calle. Yo digo q salgamos el 20n votando""",Neutral
"Hay familias desahuciadas a las que les importa un bledo quién gane el ""concurso"" el próximo 20N Para ellas no habrá diferencia nomeolvido",Negativo
SI a medidas potentes que garanticen precios dignos del aceite de oliva a olivareros y consumidores conRubalcaba votaPSOE,Positivo
"flotontinoperez mientras que no demuestren lo contrario sus políticos desde Felipe Gonzalez hasta ZP, el PSOE me seguirá dando Asco.",Negativo
conRubalcaba CarmeChacon2011 socialistes_cat Venga comenzar con otra dosis de susto a los Españoles. El susto lo vais a llevar el domingo,Negativo
Francino puso a Rajoy contra las cuerdas con preguntas directísimas HoyporHoySER,Negativo
"conRubalcaba sr Rubalcaba da le caña al PP q ya se les ve el plumero, mucha suerte el domingo, cuentaconmigo.",Neutral
"Lleno con 50 personas en mitin d marianorajoy en Sevilla. Eso sí, el polideportivo esta cortado a la mitad camPPaña ",Positivo
Comença el mitin de CarmeChacon2011 y conrubalcaba a tope! ,Positivo
"montaguy451 mareamagenta UPyD Lo siento, pero da igual a quien votes. no me vale. No somos todos iguales?",Neutral
"Salgamos a la calle, el día 20, el domingo, no queremos estafas democráticas, MarianoNo, conRubalcaba",Negativo
"marianorajoy lo unico qpido,qos pongais a trabajar desde el 1er dia y no ns esteis mareando con lo mal qlo izo zapatero qeso ya lo sabemos",Neutral
"marianorajoy lo apoyo incondicionalmente, porque siguen mintiendo y poniendo en su boca medidas que no ha dicho.",Positivo
El 36% de los parados conoce a alguien que ha trabajado en la economía sumergida ,Neutral
"Copia y pega este tweet para decirles a PSOE, ciu y PPopular q no les votarás. Y que vayan restando. nolesvotesperovota",Neutral
"marianorajoy Si aún no has elegido ministro de Economía, puedo serlo yo? Mi experiencia es la misma q tu como presidnt ",Negativo
PSOE fcoblancoaragon ,Neutral
"marianorajoy nos sentimos engañados,presentaron mocion en senado para excluir a los licenciados, gonzalezpons dijo serian coherentes!!",Neutral
a punto de empezar el acto en valencia de alcantara upyd cadavotovale,Neutral
"El PP quiere llegar al poder sin decir nada,dice CarmeChacon2011 en Barcelona,califica esta actuación de estafa democrática",Negativo
"Por favor, que alguien le de dos bofetones a los directores del Times, the Economist, etc. Que ya empiezan a cansar. 20N",Negativo
Guadalajara Román (PPopular) defiende la necesidad de hacer reformas en el mundo económico para mejorar las. ,Neutral
CarmeChacon2011 dice que rajoy no revela nada de lo que va a hacer,Negativo
"""CarmeChacon2011: ""Cospedal anuncia que si Rajoy gana la gente saldra a la calle. Yo digo q salgamos el 20n votando""""",Neutral
virivero43 ha sido emocionante escuchar a marianorajoy saludar por primera vez a jamonago como Presidente del gobierno yovotoamariano,Positivo
"en Cataluña ya conocemos como se las gasta el PP, conquistar el Poder vs. la democracia, MarianoNo, conRubalcaba",Neutral
SI a que Jaen no pierda ni un euro de las ayudas actuales para el olivar conRubalcaba votaPSOE,Positivo
"marianorajoy Gracias por responder, espero que lo hagan, ya que los sindicatos solo representan a sus propios intereses y a los del PSOE.",Neutral
PSOEHUEVAR Espero que el reparto de los votos haya ido muy bien. conRubalcaba votaPSOE Peleaporloquequieres,Positivo
Dice CarmeChacon2011 que esperanzaguirre es la única que habla claro en el PPopular.. no le falta razón! sobran complejos! 20N,Neutral
No queremos estafas democratías cuando se oculta el programa noeselmateix 20n,Negativo
"CarmeChacon2011 para cuentos chungos la crisis, y el paro esos si que son cuentos para no dormir , gracias psoe",Neutral
"“ppcv: albertofabra, Ramón Bauzá y federico_trillo participan a las 20:00 h en un mitin en Elche. ppcv sumatealcambio”",Neutral
La economía española pierde 327.0 empleos netos a jornada completa en un año ,Negativo
.gfahmc el PSOE en retirada arrasando con todo lo que pueden. No van a dejar ni las telarañas. sinvergüenzas,Negativo
"R10 vamos a provocar el efecto mariposa, un pequeño aleteo que lo va a descolorar todo, UPyD será efecto mariposa CadaVotoVale",Negativo
En el CDL no colocaremos en la administración a miles de asesores (= amiguetes) con sueldos desorbitados. 20N votaCDL somospersonas,Positivo
"Quita dependencia el PP y acabamos en la beneficencia pública dirigida por eclesiasticos, como antes del Estado de bienestar. conRubalcaba",Neutral
"conRubalcaba CarmeChacon2011 socialistes_cat no hay nada como llenar aforo prometiendo bocadillos de Faisan! ,)",Negativo
Súmatealcambio votapp Porque la Andalucía que quiere el psoe es solo para sus hijos. Hagamos una para todos.,Neutral
SI a la modernizacion y mejora de los regadios para aumentar la competitividad conRubalcaba votaPSOE,Positivo
"UPyD defiende la reforma del Senado y de un Modelo Territorial en su conjunto, caro e ineficaz ",Positivo
"Rajoy no ha mostrat les seves cartes. No cal, ja ha tingut a Cospedal, Aguirre, Camps, Barberà, Feijóo. per demostrar-ho 20N",Neutral
ValGaral Hola! escribimos esto a propósito del votorogado y nomedejanvotar 20N ,Neutral
A punto de comenzar en mitin en Sevilla del PPdeSevilla con marianorajoy y zoidoalcalde como esta esto de gente ,Positivo
He votado :) en Correos no para la actividad debido a los colapsos y las papeletas que llegaron con retraso // LeoThm 20N,Positivo
"R10 nos ha tocado hacer esta tarea de regenerar la democracia, a nosotros a UPyD CadaVotoVale",Positivo
"Aguirre lo tiene claro, quita 12 profesores en instituto de secundaria, 80 millones de euros de pública a privada MarianoNo conRubalcaba",Neutral
"ppcv: albertofabra, JRBauza y federico_trillo participan a las 20h en un mitin en Elche. ppcv sumatealcambio",Neutral
conRubalcaba Tomás Gómez que paren las agresiones de la derecha a las casas del pueblo ,Negativo
Me cuesta entender a la gente que sigue pensando en el Psoe como el partido que defiende y protege al Obreo,Negativo
"Rosa Diez: gracias a todos los q llenais esta sala, gente interesada en la politica y ansiosa de regenerar la politica. UPyD cadavotovale",Positivo
"Ahora con los compañeeos de NNGG VALMOJADO, a organizar el gran ACTO JOVEN d mañana!! Recordad a las 22:00 n New Tabata! SúmateAlCambio",Neutral
Ningún momento es fácil pero todos juntos podemos superarlos con un gobierno socialista conRubalcaba psoetorrelavega JSTorrelavega,Positivo
"Rosa Díez: ""UPyD va a ser el efecto mariposa en estas elecciones"" ",Neutral
upydcv Tonicanto1 Habla de la capacidad de R10 como política cadavotovale .UPyD ,Neutral
nomeolvido de PARLA en la ruina hasta el 2023 por el PSOE de Tomás Gómez.,Negativo
"cuando se subió el IVA al 18% el PPopular montó el pollo del año, ahora dice Rajoy que no lo va a bajar. rajoyenlaser incoherencias",Negativo
Se acerca el 20N y todavía no tengo claro a quien votar.,Neutral
"NoPorDios El triunfo de marianorajoy no es posible sin nuestra ayuda, Súmatealcambio VotaPP lucha en redes sociales para conseguirlo.",Positivo
"conRubalcaba uy, cuidado a ver si te va a mover la silla Carmen Chacón!",Neutral
"DRY_Cadiz Al paso que va, no gobierna Rajoy jajaja. Nos colarán a otro chorizo.",Negativo
Microcréditos para jóvenes con un tipo de interés subvencionado dirigidos a emprendedores y microempresas sumatealcambio votaPP,Neutral
LAHCarron virivero43 marianorajoy jamonago yovotoamariano A mí también me ha gustado el gesto d MR,Neutral
Súmatealcambio votapp Que no te engañen los que te llevan robando años gracias a EREs falsos. Es hora de echarlos.,Neutral
"“EvolucionaYa Hemos cambiado de pensamiento, pero el 20n tenemos q llevarlo a la práctica, por (cont) ",Neutral
marianorajoy ¿cree usted en el uso de las redes sociales como instrumento de dialogo con el pueblo después de preguntaleamariano? Gracias.,Neutral
"No desesperes truita_barbera ,tras el 20n instauraremos la monarquía absoluta y nos libraremos de este caro incordio de las elecciones",Negativo
Mensaje de los Mercados para las Elecciones 20N (Genial) ,Neutral
Josefinaarribas Gato_directo marianorajoy Tu eres quien tiene que acostrumbrarse a que la izquier ha perdido el poder por mucho tiempo,Negativo
Pero.en serio hay gente que va a votar al PP ?,Negativo
"Todo lo que piden ""los mercados"" se hace, imagino que despues del 20N despertaremos de la pesadilla y todo se habrá arreglado . ¿verdad?",Negativo
marianorajoy elimina los comentarios críticos. ¿Este será el futuro presidente español?,Negativo
GRACIAS a tods ls integrantes de NNGG_Badajoz y NNGGExtremadura x su colaboración en el mitin de marianorajoy y JAMonago soislosmejores,Positivo
Suena el himno del.Ppopular en Sevilla para recibir a marinorajoy y javierarenas_pp. sumatealcambio,Neutral
"R10 estamos en el final se una campaña, empieza la tarea de provocar que se haga política de otra manera CadaVotoVale UPyD",Neutral
No permitamos q la derecha haga negocio con nuestros derechos NO!! quejemonos votando socialista el 20n,Negativo
"Joder, que no se pongan a hablar en catalan en el mitin del PSOE que no me entero de ná!",Negativo
20N Rajoy: ¿Meterás la tijera también a tu pene?,Negativo
R10 no podremos remontar el déficit económico si no remontamos el déficit democrática UPyD CadaVotoVale,Neutral
Asi ve mi hijo de 10 aos en un dibujo a conRubalcaba . Muy inteligente!! peleaporloquequieres ,Neutral
"Viendo a Sin Pauxa autores de ""Alfredo no te creo"" sumatealcambio alfredoenblanco",Neutral
"regalo fiscal de Convergencia, con una pérdida de 400 millones de euros, mientras recortan sanidad pública catalana, conRubalcaba",Negativo
"GLlamazares: ""el voto a IU es un voto de dignidad y de rebeldía"" iunida iuasturias rebelate",Positivo
Súmatealcambio VotaPP Porque Andalucía es la última región de Europa y los del psoe se acuerdan de nosotros solo para votos.,Neutral
marianorajoy El camino a la escuela más peligroso del mundo (Contiene Vídeo) ,Neutral
"“AdriSerCal: R10 Valencia vamos a provocar el efecto mariposa, un pequeño aleteo que lo va a descolocar todo, UPyD será efecto mariposa""",Positivo
Todos celebraremos el 20N.Unos mirando al pasado y otros puestos en el futuro d nuestro pais.Yo celebrare lo 2°.La caida dl regimen dl Psoe,Neutral
"carlesmaggi: ""El dia 20n podem sortir tots al carrer a votar progrés i estalviar-nos haver de sortir mes tard!"" noéselmateix noCIUnoPP",Negativo
"CarmeChacon2011: si gana el PP, la gente va a tener que salir a la calle",Neutral
"20N, Os recomiendo leer este informe antes de ir a votar el domingo. ",Positivo
"Cae Grecia, Roma en decadencia y España entrando el 21N en la Edad Media a base de recortes sociales, comovotemospp .conRubalcaba",Neutral
"Presentadle a marianorajoy ,ya verás como a Taylor le deja de gustar España.. premieramanecer",Negativo
Rosa Diez en Valencia: no saldremos de la crisis economica cuando no salgamos de la crisis democratica. UPyD cadavotovale,Negativo
"TereRomgar Tú sabías que no ibas a poder votar por correo por el tongo del PSOE y has vuelto a tiempo para votar en persona, jajajaa",Negativo
"25.0 pacientes de cáncer en listas de espera, es el método de Convergencia, las tijeras de Artur Mas MarianoNo, conRubalcaba",Negativo
"Asoensation El que ""evita que le roben"" es un delincuente, y como tal hay que tratarlo. iunida",Neutral
Mentir y ocultar a electores lo que PPopular hará es un fraude democratico democraciareal conrubalcaba,Neutral
marionarajoy marianorajoy nuevonivel jurrus ¿Y el precio del combustible? Porque empieza a estar a unos precios incomprensibles.,Neutral
".cayo_lara dice que los recortes no han salvado a los pueblos de Grecia, Italia o Irlanda. eligeIU.",Neutral
"Perquè no perseguim el frau fiscal, economia submergida o incrementen els impostos als especuladors? I a sobre hem de callar? icveuia 20n",Negativo
"CarmeChacon2011 El 20N saldréis a la calle, pero Botando. sumatealcambio votapp",Neutral
marianorajoy considera insostenible la ley de Dependencia q se obstaculiza en comunidades gobernadas por el PP como Valencia,Neutral
conRubalcaba ¿cree usted realmente en el uso de las redes sociales como instrumento de dialogo con el pueblo o hay mejores formas? Gracias.,Positivo
CarmeChacon2011 acusa al PP de querer llegar a la Moncloa haciendo un fraude democrático.busPSOE,Negativo
No a la censura en Internet! He firmado la petición pidiendo al Congreso de EE.UU. el rechazo ,Neutral
marianorajoy winkel_marii Será para destruir empleo. Porque muchas ya las ha aplicado el PSOE y en las demás estáis mintiendo.,Negativo
cayo_lara: dos caminos para salir de la crisis y han cogido el equivocado eligeIU Sevilla20N,Positivo
"marianorajoy Soy funcionario en Andalucia, el P me ha bajado el 6,5% mi sueldo, y dan millones a sindicatos. Espero que nos trate bien",Negativo
"Josefinaarribas Gato_directo marianorajoy Se te nota cierta amargura, pero es lo que hay, esta vez si que se hundio el Psoe, Lo siento",Negativo
Tomelloso se suma al cambio con una presencia de 20 jóvenes en el mitin de cierre de campaña de mdcospedal sumatealcambio,Positivo
"Es que ese día llueve“CarmeChacon2011: ""Cospedal anuncia que si Rajoy gana la gente saldra a la calle. Yo digo q salgamos el 20n votando""”",Neutral
Escuchando a Carlos Izquierdo en el mitin de Carabanchel sumatealcambio votaPP ,Positivo
nomeolvido d cuando el gobierno dl ppopular y Saenz de Buruaga ns dijeron q había sido ETA para no perder las elecciones nomeqieroolvidar,Neutral
De camino a casa después de un día intenso de biblioteca Incluso he conseguido distraerme con el twitter y conRubalcaba que está everywhere,Positivo
.cayo_lara dice que se tiene que cumplir la Constitución para que pague más quien más tiene. Dice que hay ir contra el fraude eligeIU,Neutral
IU se presenta como capaz de ganar al PP en algunas zonas ,Negativo
Lacte del PP de Reus comença amb una xiulada a Rubalcaba i la intervenció de Cori Bonfill. TGN20N,Neutral
"angelagonzalezm PPopular Tampoco creo que nos restaure el sueldo a los funcionarios,que también estaba en contra. No hay quien lo entienda",Negativo
Laeme estefansenlared chelucana GLlamazares porque yo a marianorajoy no le voy a votar en la vida,Neutral
"ProgramaPP saldremos marianorajoy Sin duda alguna saldremos de esta crisis, con esfuerzo.",Positivo
"el enemigo de la derecha son los derechos sociales, MarianoNo, conRubalcaba",Positivo
conRubalcaba El día que estuvisteis en Galicia también podriais haber puesto el tweet de vuestra llegada en Galego.,Negativo
"marianorajoy que significa ¿""no me gustaría recortar en educación y sanidad""?, sea claro, ¿recortará o no recortará? NO NOS ENGAÑE",Negativo
"""mrpage: Terminaremos con el conflicto linguístico en Cataluña. VotaPP votaRajoy sumatealcambio"" uiquinapor",Positivo
En Cataluña menos.mal.que era el gobierno de los.mejores (el de CiU) xk si llega a ser el de los mediocres. 20N psc noeselmateix,Negativo
"R10 todas las encuestas dan a marianorajoy la victoria, pues en las bolsas no hay confianza, ahi esta CadaVotoVale UPyD",Neutral
Bajando a Calahorra ya no queda nada para el cambio. Juntos saldremos adelante. sumatealcambio y votaPP yovotoamariano,Positivo
marianorajoy ¿Cuando vas a decir algo de economía? Xque hasta The Times te da un tirón de orejas por alterar los mercados por no decir nada,Negativo
nomeolvido PSOE PPopular ciu i eajpnv apoyaron la ley Sinde por órdenes de la SGAE y ls majors americanas nolesvotes PPSOE votaotros,Negativo
.cayo_lara dice que con el la reforma fiscal se puede hacer economía productiva frente a la especulación de PSOE y PP. eligeIU,Neutral
marianorajoy creara usted mas facultades de medicina para poder solventar el problema de déficit de médicos que hay en este país?,Neutral
"conRubalcaba solo nos puede prometer mas paro, miseria, intervencion, confrontacion social, injusticias e imposibilidad de pagar lo social.",Negativo
"No puedes predicar una posición anticapitalista y hacerta la foto con Toxo, y dorarle la pildora a UGT // cc cayo_lara",Negativo
marianorajoy ya solo quedan dos dias! todo mi apoyo y fuerza para a frontar lo que tenemos encima.saludos,Positivo
marianorajoy me estoy preparando opos para profe.Estoy en paro. Una alcaldesa suya así lo quiso. ¿qué hago?¿sigo o dejo de perder el time?,Negativo
"quieren bajar las rentas de las clases más adineradas, contratos basura, menos derechos de los trabajadores, MarianoNo, conRubalcaba",Negativo
Fomentaremos la responsabilidad ciudadana en el respeto al medio ambiente y la conservación de la naturaleza sumatealcambio 20N votaPP,Positivo
"rbarbero si, yo tpc lo entiendo, según dónde y a quién se vote el voto vale diferente, por eso es urgente reformar la ley electoral UPyD",Positivo
".cayo_lara dice que los jóvenes se mueven, les dice que les han quitado la esperanza y ahora os quieren robar la dignidad. eligeIU",Negativo
"La forma de poder atender mejor la dependencia es creando empleo, el domingo sumatealcambio, votapp, votamarianorajoy",Positivo
No merece la pena votar a ningún partido el 20N ninguno se ajusta a los que los ciudadanos queremos.,Negativo
"Encantado de que el supuesto voto útil contra el PP se vaya a IU y a UPD. A este paso, el PSOE al grupomixto 20N",Neutral
"Chacon denuncia q PP quiere ""hacer negocio con nuestros derechos"". Alterna castellano y catalán. Oye conRubalcaba 20N",Neutral
Miting conRubalcaba CarmeChacon2011 : no conquiatamos derechos para q venga la derecha a hacer negocio con nuestros derechos noeselmateix,Neutral
marianorajoy ¿Qué van a hacer con la Ley de la Dependencia?,Neutral
anprga patrigblanca marianorajoy illo esq lo han puesto mu lejos. el palacion de los deportes no? san pablo xrai to tole,Neutral
"R10 presidente tiene usted la obligación de actuar ¡Nadie ha actuado! Ya no estamos pa maquillaje, hay que operar! UPyD CadaVotoVale",Neutral
"esta es guapa: fondo de capitalización de cada trabajador, recortar las prestaciones del desempleo, MarianoNo, conRubalcaba",Neutral
Direccion madrid a ver si encuentro alguna oportunidad interesante esperando q despegue el avion espero volver para el 20N,Neutral
.cayo_lara dice que los jóvenes pueden recuperar la esperanza votando a .iunida y que su voz se escuche en el Congreso. eligeIU,Positivo
Abaratar el despido no es la solución. Lo que hay que abaratar es la contratación. 20N Rajoynoeslasolución peleaporloquequieres votaPSOE,Neutral
Necesitamos marea de progreso para parar el retroceso social 20N noeselmateix,Neutral
"MarisaVargas_R Hasta yo ls voy a dar mi voto, visto como está el panorama. Mayoría absoluta obi_uan_kenobi tereromgar gabrielc7s7 psoe",Neutral
He apoyado la petición Exige a marianorajoy que retire su recurso contra el matrimonio homosexual - ,Negativo
"Un programa tan bueno como el de IU y se jode con gestos y declaraciones q no me esperaba,dudo de q sea muy anticapitalista// cc cayo_lara",Negativo
"TereRomgar Obi_Uan_Kenobi CateHoyver PSOE Si, pero creo que no se parecerá a la realidad",Neutral
"El psoe y su política de ""tierra quemada"" en retirada y arrasando con lo poco q queda para joder al enemigo que le come terreno por minutos",Negativo
"Hola, Carlos. Soy tú dentro de 30 años. El 20N fue una farsa para justificar la vuelta de Franco. holacarlos",Negativo
"Contenta a casa, el meu TL sha omplert de tweets amb cor vermell des del Fòrum amb conRubalcaba i CarmeChacon2011 noeselmateix 20n",Neutral
"Senyor Rajoy, es tracta de facilitar la contractació i no lacomiadament! psc 20N noeselmateix",Neutral
cayo_lara indignadísimo!! último día para votar por correo y no han llegado los votos pucherazo! no me dejan votar,Negativo
PP: En España viven 9 millones de personas por debajo del umbral de pobreza. yovotoamariano Sumatealcambio VotaPP,Neutral
Comienza el mitin al grito de presidente presidente a marianorajoy.,Positivo
marianorajoy indignadísimo!! último día para votar por correo y no han llegado los votos pucherazo! no me dejan votar,Negativo
Asoensation Hay muchas formas de romperles el espinazo a los especuladores. La historia financiera está llena de ellas. iunida,Negativo
"CarmeChacon2011: ""La derecha no lucha contra la crisis, lucha contra los derechos sociales conquistados durante 30 años"" noeslomismo 20N",Neutral
"Gracias, Sr.Rajoy. Si ya tenía claro no votarle el 20N , sus últimas declaraciones reafirman mi intención indignada ",Negativo
El Director de estudios de Dym afirma que las encuestas han pasado de ser instrumento de debate a formula de adoctrinamiento JornadasM 20N,Negativo
Enhorabuena a rob_rodriguez_a por su gran sesión sobre la evolución de las campañas en España en las Jornadas de 20N de masconsulting,Positivo
conRubalcaba indignadísimo!! último día para votar por correo y no han llegado los votos pucherazo! no me dejan votar,Negativo
samueltejado upyd Jaja veras como te llega el domingo! :-),Neutral
Este domingo existe la oportunidad de votar a un partido como nunca ha existido en España ,Positivo
"marianorajoy sobre marruecos: ""somos vecinos y vamos a seguir siéndolo."" Bien, su mayor concreción es que no va a mover España de sitio.",Negativo
"marianorajoy España saldrá adelante gracias a políticos, no tecnócratas ",Negativo
